name,category,street,city,Website,phone_no,fb_address,contact_email
Wild & the Moon,Cafe,"Alserkal Avenue Street 8, H77
Al Quoz","Dubai, UAE
",http://www.wildandthemoon.ae/,971 43433392,,social@wildandthemoon.com
Wild & the Moon,Cafe,"55, rue Charlot
","Paris, France 75003",http://www.wildandthemoon.fr/,33 1 86 95 40 46,https://www.facebook.com/WildAndTheMoon/,
Wildflour Bakery/Cafe,Bakery/Cafe,2691 Main Street,"Lawrenceville, NJ 08648",https://www.wildflourbakery-cafe.com/,1 609-620-1100,https://www.facebook.com/WildflourBakeryCafe,wildflour2691bakery@gmail.com
Wild Living Foods,Cafe,"760 S Main Street
","Los Angeles, CA 90014
",http://www.wildlivingfoods.com/,1 213-266-8254,,
Wild Wood Bakehouse,Bakery,3016 Guadalupe St,"Austin, TX 78705",http://www.wildwoodbakehouse.com,1 512-327-966,https://www.facebook.com/Wild-Wood-Bakehouse-411244325618496/,info@wildwoodbakehouse.com
Wildcraft Bakery,Bakery,"Unit 13, Penraevon Industrial Estate
Penraevon Avenue","Leeds, UK LS7 2AW",http://www.wildcraftbakery.com/,44 7944 785394,https://www.facebook.com/WildcraftBakery/?timeline_context_item_type=intro_card_work&timeline_context_item_source=61301810&pnref=lhc,
Wildflour Gluten-Free Bakery,Bakery,"13600 NE 20th St, Ste B
","Bellevue, WA 98005
",https://www.wildflourglutenfree.com/,1 425-765-6115,https://www.facebook.com/wildflourglutenfree/,info@wildflourglutenfree.com
Winnie's Gluten-Free Kitchen,Bakery,181 Park Street,"Waterloo, Ontario, Canada N2L 1Y7",http://winniesglutenfree.com,1 519-590-2769,https://www.facebook.com/WinniesGlutenFree,winniesglutenfree@gmail.com
Woodside Cafe,Cafe,"134A Hinemoa St,
Birkenhead ","Auckland, New Zealand 0626
",https://www.woodsidecafe.co.nz,64 9-419 8084,https://www.facebook.com/Woodside-Cafe-NZ-842401019239534/,mark@woodsidecafe.co.nz
Yarralicious ,Bakery,486 Warrandyte-Ringwood Rd,"Melbourne, Victoria, Australia 3113",,61 3 9844 4480,https://www.facebook.com/YaraliciousCafe/,info@yarralicious.com.au
Yem'a,Cafe,41 Rue Godot de Mauroy,"
Paris, France 75009",http://www.yemafood.com/,33 1 42 94 07 73,,
Yorica,Ice Cream/Gelato,"130, Wardour Street
","London, UK W1F 8ZN",http://www.yorica.com/,44 20 7434 4370,https://www.facebook.com/YoricaMoments/,anna@yorica.com
Yum Yum's Gluten Free Bakery,Bakery/Cafe,601 1/2 W Manlius Street East,"Syracuse, NY 13057",http://www.yumyumsglutenfree.com/,1 315-314-7542,,yumyumsbakery@mail.com
Yummy and Guilt Free,Cafe,3 rue du Temple,"Paris, France 75004",https://www.yummyandguiltfree.com/,33 1 45 66 56 68,https://www.facebook.com/yummyandguiltfree/,iris@yummyandguiltfree.com
Zarzuela,Cafe/Restaurant,"Rua Bernardino Costa 23
","Lisbon, Portugal 1200-052
",http://www.zarzuela.pt/pt,351 21 605 2532,https://www.facebook.com/zarzuelapt/,info@zarzuela.pt
Zest Kitchen & Bar,Restaurant,"275 South 200 West
","Salt Lake City, UT 84101
",https://www.zestslc.com,1 801-433-0589,,casey@zestslc.com
Zum Wohl,Restaurant,Stumpergasse 61,"Vienna, Austria 1060",http://www.zumwohl-gastro.com,43 1 5953166,https://www.facebook.com/zumwohl.wien.stumpergasse/,
Good Food Gluten Free,Bakery,"423 West 800 S Ste A-113
","Salt Lake City, UT 84101
",http://www.goodfoodglutenfree.com/,1 801-413-4978,,
City Cakes Bakery,Bakery,1860 S 300 W Ste D,"Salt Lake City, UT 84115",http://citycakescafe.com/,1 801-572-5500,,contact@citycakescafe.com
City Cakes Bakery,Bakery,192 E 12300 S,"Draper, UT 84020",http://citycakescafe.com/,1 801-572-5500,,contact@citycakescafe.com
Brick Canvas,Cafe/Restaurant,2455 W Executive Pkwy,"Lehi, UT 84043",https://www.brickcanvas.com/cafe,1 801-407-8620,,
Bad Boys Donuts,Bakery,look online to find them!,"Brisbane, Queensland, Australia",,61 413 023 151,https://www.facebook.com/BadBoysDoughnuts/,
Su Jus Bar ,Cafe,"Shop 87 Pialba Place Shopping Centre, Hervey Bay","Hervey Bay, Australia",https://sujus.com.au/,61 0422 765 768,,sujusbar@sujus.com.au
Coronados Gluten Free Pantry,Bakery,check website,"San Diego, CA",https://www.coronadosglutenfreepantry.com/,1 858-270-9863,,coronadosglutenfreepantry@gmail.com
Newark Artisan Gluten Free Bakery,Bakery,12 Chain Ln,"Newark, UK NG24 1AU",http://www.artisangfbakery.co.uk/,44 1636 361605,,enquiries@artisangfbakery.co.uk
The Southern Olive,Restaurant,"8356 Charlotte Hwy, Suite 102
","Fort Mill, SC 29707
",https://www.thesouthernolive.com/,1 803-547-6606,https://www.facebook.com/thesouthernolive%20/,
B'Gabs Goodies,Bakery,1450 East 57th St.,"Chicago, IL 60637",https://www.bgabsgoodies.com/,1 773-256-1000,,
CheSa's Gluten Tootin Free Food Truck,Food Truck,"check online
","Chicago, IL",,1 312-576-5955,https://www.facebook.com/chesasgtf/,
Cassava,Cafe,3929 N Central Park Ave.,"Chicago, IL 60618",http://cassavachicago.com/,1 872-242-7088,,
Redemption,Restaurant,15 Shorts Gardens,"London, UK WC2H 9AT",https://www.redemptionbar.co.uk,,,
Redemption,Restaurant,320 Old Street,London EC1V 9DR,https://www.redemptionbar.co.uk,"44 020 7613 0720
",,
Redemption,Restaurant,6 Chepstow Road,"London, UK W2 5BH",https://www.redemptionbar.co.uk,44 020 7313 9041,,
Alt Brewery,Brewery,"1808 Wright Street
","Madison, WI 53704",http://www.altbrew.com/,,,
Aurorchs Brewery,Brewery,8321 Ohio River Blvd.,"Emsworth, PN 15202",http://www.aurochsbrewing.com/,1 720-260-8737,,
Bierly Brewing,Brewery,214 NE 11th St,"McMinnville, OR 97128",http://www.bierlybrewing.com/,1 541-257-5126,,
Burning Brothers Brewery,Brewery,1750 W Thomas Ave,"Saint Paul, MN 55104",https://www.burnbrosbrew.com,1 651-444-8882,,
Evasion Brewery,Brewery,"4230 NE Riverside Dr, Unit B
","McMinnville, OR 97128
",,1 503-835-5322,,
Ghostfish Brewering Company,Brewery,2942 1st Ave. S,"Seattle, WA 98134",http://ghostfishbrewing.com/,1 206-397-3898,,brian@ghostfishbrewing.com
Ground Breaker,Brewery,"2030 SE 7th Ave.
","Portland, OR 97214
",https://www.groundbreakerbrewing.com/,1 503-928-4195,,
Holidaily,Brewery,801 Brickyard Cir,"Golden, CO 80403",http://holidailybrewing.com/,1 303-278-2337,,
Moonshrimp Brewing,Brewery,8428 SW 22nd Ave,"Portland,
 OR 97219
",http://www.moonshrimpbrewing.com/,1 503-970-2234,,
Glutenberg,Brewery,2350 Dickson,"Montreal, Quebec, Canada H1N 3T1",https://glutenberg.ca,1 514-933-2333,,
Bellfield Brewery,Brewery,46 Stanley Place,"Edinburth, UK EH7 5TB",https://www.bellfieldbrewery.com/,44 0131 656 9390,,info@bellfieldbrewery.com
Cupcakes and shttt,Bakery,Unit 10,"London, UK SE17 1AY",https://www.cupcakesandshhht.com/,44 7545 980977,,
Vichenzo ,Restaurant,"C1074AAK, AAK 
Salta 529, C1074 CABA","Buenos Aires, Argentina",http://www.vichenzo.com.ar/,54 011 4381-5639,https://www.facebook.com/pg/Vichenzo-1672506359650724/about/,
Green Mix,Restaurant,"Rua Itupava, 1670 Alto da XV","Curitiba, Brazil 80045-330",,55 41 3779 0963,https://www.vivagreenmix.com.br/restaurante,
Glutenno,Restaurant,Masarykova 11 (u dvorištu),"Zagreb, Croatia 10000",,,https://www.facebook.com/glutennorestaurant/,
Zero Bakery,Bakery,"43 Hoenamu-ro, Itaewon 2(i)-dong","Yongsan-gu, Seoul
",https://zerobakery.kr/,82 02-338-8226,,
Zero Bakery,Bakery,"3 Sowol-ro 44ga-gil, Itaewon 2(i)-dong","Yongsan-gu, Seoul",https://zerobakery.kr/,82 02-338-8226,,
Skinny Genie,Bakery,"warehouse No 9 Close to Noor Islamic
 Bank Metro station
","Dubai, United Arab Emirates PO Box 66618",http://www.skinny-genie.com/,971 800 754669,,
Kitchen Confidential,Cafe/Restaurant,Independence Street,"Beirut, Lebanon 0000",http://www.kitchenconfidential.org/,961 1 201 353,https://www.facebook.com/KitchenConfidentialBeirut/,order@kitchenconfidential.org
Bitter Brown,Restaurant,"10th street, Zaidan Center,
Royal Hotel bridge
Dbayeh","Mont-Liban, Lebanon
",,961 4 547 725,https://www.facebook.com/BitterBrownFineDining/,
Oh Bake House!,Bakery,Monot,"Beruit, Lebanon",,961 76 662 552,https://www.facebook.com/OHBakehouse/,
Ellas Bellas Bakery,Bakery,,"Beacon, NY",http://www.ellasbellasbeacon.com/,,,
Hygge Cakes,Bakery,634 Sycamore St.,"Cincinnati, OH 45202",https://www.hyggecakes.com/,1 309-678-8002,,taylor@hyggecakes.com
Copita Tequileria y Comida,Restaurant,739 Bridgeway,"Sausalito, CA 94965",https://www.copitarestaurant.com/,1 415-331-7400,,
Kickshaws Downtown Market,Bakery,101 William Street,"Fredericksburg, VA 22401",http://kickshawsdowntownmarket.com/the-bakery/,1 540-374-2080,,
The Morning Dove,Bakery/Cafe,"25 Soledad Dr
","Monterey, CA 93940",http://www.themorningdoveglutenfree.com/,1 831-747-1667,,order@themorningdoveglutenfree.com
Dottie's Tearoom,Bakery/Cafe,"6, Beechwood Road, Arnold","Nottingham, UK NG5 8BA",http://dottiestearoom.weebly.com/,44 0115 952 4738,,dottiestearoom@yahoo.co.uk
Wild Flours Gluten Free Bakery,Bakery,526 Kilmarncok Rd.,"Giffnock, Glasgow G43 2BL",https://www.wildflours.co.uk,44 0141 811 0441,https://www.facebook.com/WildFloursBakery/,
No Grainer,Bakery,22a Plateau Road,"Reservoir, Victoria, Australia 3073",http://nograiner.com.au/,61 401 922 541,,
Trilogy Cafe,Cafe,"7650 Girard Avenue, Suite 400
","La Jolla, CA 92037
",https://www.trilogysanctuary.com/cafe/,1 858-633-3893,,
Anatani Yummy & Gluten Free,Cafe,"Juramento 3076
C1428DOB CABA","Buenos Aires, Argentina",http://www.anatani.com.ar/,54 4783-2255 ,,
Guilt Free Pleasures,Bakery,,"Hucknall, Nottingham, UK NG15",https://www.gfpfoodsandnutrition.co.uk/,44 7849 356178,,
Pies by Domonic,Bakery,"order online
","Hunington Beach, CA",https://www.piesbydomonic.com/,1 562-640-1405,,info@piesbydomonic.com
Denver Poke Company,Cafe/Restaurant,1550 Platte St Suite C,"Denver, CO 80202",http://denverpokecompany.com,1 303-283-4060,,tonya.robertson2@gmail.com
Flur Bakery,Bakery,1 Riverside Road,"Riverside, IL 60546",http://flurflavorfirst.com/,1 708-442-6801,,adriana@flurllc.com
Frankie & Jo's,Ice Cream/Gelato,"1010 E Union St
","Seattle, WA 98112",https://frankieandjos.com,1 206-557-4603,,hello@frankieandjos.com
Frankie & Jo's,Ice Cream/Gelato,"1411 NW 70th Street
","Seattle, WA 98117",https://frankieandjos.com,1 206-257-1676,,hello@frankieandjos.com
Points South Latin Kitchen,Restaurant,1640 Thames Street,"Baltimore, MD 21231",http://www.pointssouthbaltimore.com,1 443-563-2018,,info@pointssouthbaltimore.com
A Better Choice Bakery,Bakery,6 W Potomac St,"Brunswick, MD 217167",https://abetterchoicebakery.com/,1 301-712-413,,
The Real Coconut,Cafe Restaurant,"Sanara, KM8.2 Boca Playa","Tulum, Qroo, Mexico",https://www.therealcoconut.com/,1 310-933-6408,,
Borough22 Doughnuts,Bakery,Plumstead Common,"London, UK SE18 2",https://www.borough22.com/,,,hello@borough22.com
Yoga-urt,Ice Cream/Gelato,Address: 1407 W Kenneth Road,"Glendale, CA 91201",http://www.yoga-urt.com/,1 818-545-3880,,
Rawsome Treats,Bakery,"158 Orchard St
","New York, NY 10002",http://www.rawsometreats.com/,1 646-767-0373,,
Søstrene Fryd,Cafe/Restaurant,Kongensgate 28,"
Ålesund, Norway 6002
",http://www.sostrenefryd.no/,47 70 10 05 12,https://www.facebook.com/S%C3%B8strene-Fryd-342511289286677/,
The Rocks and Dirt Bakery,Bakery,"contact online
","Camano Island, WA",http://therocksanddirtbakery.com/,,https://www.facebook.com/therocksanddirtbakery/,
Aletta,Restaurant,"Nerima-ku
Tokyo Sekimachikita 3-50-1
","Tokyo, Japan",http://alettapark.com/,81 03-6279-7304,https://www.facebook.com/Aletta-491626757715281/?fref=ts,
Nectarine Grove,Cafe,948 N Coast Hwy 101,"Encinitas, CA 92024",https://www.nectarinegrove.com/,1 760-944-4525,,info@nectarinegrove.com
Marché du Macaron,Cafe,97 Thistle Street Gordon Park ,"Brisbane, Queensland, Australia",http://www.marchedumacaron.com.au/,61 07 3857 3456,https://www.facebook.com/marchedumacaron/,
Marché du Macaron,Cafe,54 Frasers Road,"Ashgrove, Queensland, Australia",http://www.marchedumacaron.com.au/,61 07 3366 6865,https://www.facebook.com/marchedumacaron/,
Where is a Dog?,Restaurant,"52, Kikuicho, Shinjuku
","Tokyo 162-0044, Japan
",http://www.whereisadog.net/,81 3-6205-9750,,
Gluten Free 61 Cafe & Bar,Cafe/Restaurant,"???3?4?6
 Minato-ku","Tokyo, Japan 106-0032
",,81 3-6874-7719,https://m.facebook.com/glutenfree.organic.cafebar/,
Wilde Cafe,Cafe,Cnr Florence & Macquarie Sts Teneriffe,"Brisbane, Queensland, QLD 4006 Australia",http://www.wildekitchen.com.au/,61 07 3161 2088,,info@wildekitchen.com.au
Papu Gluten Free,Bakery,"200 Este de la Iglesia Santa Teresita
Barrio Escalante","San José, Costa Rica",,506 4001 2870,https://www.facebook.com/papuglutenfree/,
Gorge Gluten Free,Ice Cream/Gelato,11 3rd St,"Hood River, OR 97031",https://www.gorgeicecream.com,1 541-436-3287,,
Whole Green Bakery,Bakery,24 Arden Street,"Waverley, New South Wales, Australia",http://www.wholegreenbakery.com.au/,61 02 9664 2211,https://www.facebook.com/Kitchen-Green-1442155462679020/,
Beska Chella Bakery,Bakery,online,"Sydney, Australia",https://beskachella.com.au/,61 497 487 623,https://www.facebook.com/BeskaChella/,
La Otilia Bakery,Bakery,"Valladolid 76 A, Roma Nte., 06700
","Ciudad de México, CDMX, Mexico
 ",http://laotilia.com.mx/,52 55 5207 2546,,
Gula Sana,Cafe,"Diputación 361/Paseo San Juan
","Barcelona, Spain 08009",http://www.gulasana.com/,34 930 24 52 35,https://www.facebook.com/gulasanaglutenfree/,
Sweetpea Cafe,Bakery,4 Shin Hing Street,Central Hong Kong,http://www.sweetpeacafe.hk/,852 3689 7269,https://www.facebook.com/pg/SweetpeaPatisserieHK/photos/?ref=page_internal,
As Quoted,Restaurant,3613 Sacramento St,"t
San Francisco, CA 94118
",http://www.eatasquoted.com/,1 415-914-0689,https://www.facebook.com/asquoted,hello@eatasquoted.com
Gokuraku Curry,Restaurant,3 Chome-3-9-47 Yuigahama,"Kamakura-shi, Kanagawa-ken, Japan 248-0014",https://gokurakucurry.com/,81 467-61-1807,,
Strawberry Blonde Bakery,Bakery,114B Grange Ave.,"Ottawa, Ontario, Canada K1Y 3B1",https://www.strawberryblondebakery.com/,1 613-725-2253,,
The Sweet Beet,Bakery/Cafe,498 Salmon Brook St,"Granby, CT 06035",https://www.thesweetbeet.net/,1 860-653-2338,,thesweetbeetllc@gmail.com
Choice,Cafe/Restaurant,2Q5F+QG Kyoto,"Kyoto Prefecture, Japan",http://choice-hs.net/,81 75-762-1233,,
Vitapek,Bakery,Domanjševci 139,Domanjševci 9206 Križevci v Prekmurju,https://vitapek.si/,386 51 766 555,,
The Gluten Free Place,Cafe,"1654 N Coast Hwy
","Newport, OR 97365
",http://www.thegfplace.com/,1 541-574-8437,,thegfplace@gmail.com
The Juice Laundry,Cafe,"1411 University Ave.
","Charlottesville, VA 22903
",https://www.thejuicelaundry.com/,1 434-202-8839,,
The Juice Laundry,Cafe,"722 Preston Ave. Ste 105
","Charlottesville, VA 22903
",https://www.thejuicelaundry.com/,1 434-234-3044,,
Taco Revolution,Food Truck,check online for location,"Vancouver, Canada",http://www.tacorevolution.ca/,1 250-244-6492,https://www.facebook.com/TacoRev,uprise@tacorevolution.ca
Hell Yeah Gluten Free,Bakery,Order online,"Atlanta, GA",https://www.hygf.co/,1 813-514-5275,,
Ella's Bellas,Bakery/Cafe,418 Main Street,"Beacon, NY 12508",,1 845-765-8502,,
Della Bowls,Cafe/Restaurant,56 NW 29th St,"Miami, FL 33127",http://www.dellabowls.com/,1 303-351-2961,,
Cure Cafe,Cafe,1800 SW 1st Ave,"Miami, FL 33129",https://www.curecafemiami.com,1 786-601-1949,,
Manna Life Food,Cafe,80 NE 2nd Ave.,"Miami, FL 33132",http://mannalifefood.com,1 786-717-5060,,
Paleo Brio,Cafe/Restaurant,"1650 W. SR 89A Ste. A
","Sedona, AZ 86336
",http://www.cafepaleobrio.com/,1 928-862-4202,,
Paleo Brio,Cafe/Restaurant,"601 E Piccadilly Dr #35
","Flagstaff, AZ 86001
",http://www.cafepaleobrio.com/,1 928-440-5357,,
Chocolatree,Cafe/Restaurant,"1595 W State Route 89A
","Sedona, AZ 86336
",https://chocolatree.com/,1 928-282-2997,,
Gluten Free is the New Black,Bakery,"??? 11-43??????? ????
??? 114?
","Nara, Japan 630-8114",https://www.glutenfreeisthenewblack.info/,81 80-6189-7925,,
Revitalive,Cafe,50 Water Street,"Newburyport, MA 01950",http://www.revitalive.com/,1 855-584-2328,,
Revitalive,Cafe,93 Main St,"Andover, MA 01810",http://www.revitalive.com/,1 855-584-2328,,
Mother Juice,Cafe,"625 West Kendall St.
","Cambridge, MA 02142
",http://www.motherjuice.com/,1 617-945-7357,,
Mother Juice,Cafe,"291 Newbury St.
","Boston, MA 02115",http://www.motherjuice.com/,1 857-263-7401,,
Mother Juice,Cafe,100 Hanover St.,"Boston, MA 02108",http://www.motherjuice.com/,,,
Thirst Juice Co.,Cafe,44 School St,"Boston, MA 02108",http://www.thirstjuiceco.com/,1 857-233-4535,,
Brodo,Cafe,2144 Broadway,"New York, NY 10023",https://www.brodo.com/,1 646-858-1494,,
Brodo,Cafe,236 Lafayette St,"New York, NY 10012",https://www.brodo.com/,1 646-490-4010,,
Brodo,Cafe,281 Bleecker St,"New York, NY 10014",https://www.brodo.com/,1 212-462-4682,,
Brodo,Cafe,200 1st Avenue,"New York, NY 10009",https://www.brodo.com/,1 646-602-1300,,
Gingersnap's Organic,Cafe,20 West 20th street Suite 215,"New York, NY 10011",https://organicallyjamie.com/menu/,1 917-397-2930,,
Pure Organic Kitchen & Juicery,Cafe,"9925 SW Bank Rd
","Vashon, WA 98070
",https://www.facebook.com/purevashon/,1 206-259-3179,,
Better Eats,Cafe,3308 Uddenberg Lane,"
Gig Harbor, WA 98335",https://www.facebook.com/bettereatsgigharbor/,1 253-649-4318,,
Longevity Foods,Cafe,14701 Main Street NE Suite A1,"Duvall, WA 98109",https://longevityfoodz.com/index.html,1 425-788-2332,,
Viva,Restaurant,"2602 N Proctor St Ste D
","Tacoma, WA 98407
",http://www.viva4life.com/,1 253-503-6498,,
Café Organique,Cafe,"11656 98th Ave NE
","Kirkland, WA 98034
",http://www.cafeorganique.us/,1 425-298-4575,,
Essence Cuisine,Cafe/Restaurant,94 Leonard Street,"London, UK EC2A 4RH",https://www.essence-cuisine.com/,44 20 7729 5678,,
GFQ,Restaurant,26 Chapel Hill,"Huddersfield, UK HD1 3EB",https://www.facebook.com/gfqltd/,44 1484 300523,,
Aime's Love,Bakery/Cafe,331 Main Street,"Longmont, CO 80501",http://www.aimeslove.com/,1 720-340-4636,,
Boulder Tamales,Catering/Meal Delivery,"Pick up by appointment from
upstairs kitchen at The Boulder Broker:
555 30th St., ","Boulder, CO 80303",http://www.bouldertamales.com,1 303-415-1916,,
Thrive,Restaurant,"1509 Arapahoe Ave
","Boulder, CO 80302
",http://thriveraw.com/,1 720-616-7785,,thriveraw@gmail.com
honey B's macarons,Bakery,40 Springer Dr,"Highlands Ranch, CO 80129",,1 303-565-6700,https://www.facebook.com/honeybsmacarons/,
Butterfly Belly Asian Cuisine,Restaurant,"6036 SE Division St
","Portland, OR 97206
",http://www.butterflybellyasiancuisine.com/,1 503-788-7327,,
Prasad,Restaurant,"21 NE 12th Ave.
","Portland, OR 97232
",https://www.prasadpdx.com/,1 503-224-3993,,info@prasadpdx.com
Bang Bang,Restaurant,"4727 NE Fremont
","Portland, OR 97213
",http://www.bangbangpdx.com/,1 503-287-3846,,
Pines Coffee,Cafe,"8086 E Mill Plain Blvd
","Vancouver, WA 98664
",https://www.pinescoffee.co/,1 360-524-2748,,
Rolling Table Newberg,Food Truck,"910 E 1st St
","Newberg, OR 97132
",,1 360-525-7606,https://www.facebook.com/rollingtablenewberg/,
Delta Blues Hot Tamales,Restaurant,"1318 Cobb Ln
","Birmingham, AL 35205",https://www.deltablueshottamales.com/,1 205-502-7298,,
Hype Food Co.,Bakery/Restaurant,1060 Gerrard St E,"Toronto, Ontario, Canada M4M 1Z8",https://www.hypefoodco.ca/,1 416-840-7430,,media@hypefoodco.ca
Gluten Free Revolution Cafe,Cafe,155 Long Road “Gallery Walk”     ,"Eagle Heights, Queensland 4272",,61 431 918 848,https://www.facebook.com/glutenfreerev/,
Misters,Cafe,"Ground Floor, 12 Wyndham St.
","Auckland City, New Zealand",https://misters.co/,64 9-379 9939,,hello@misters.co
Gluten Free Donuts,Bakery,look online to find them!,"Queensland, Australia",,61 407 924 655,https://www.facebook.com/gfreedonuts/,
Taco Medic,Food Truck,South Searle Lane,"Queenstown, New Zealand 9300",,64 3-442 8174,https://www.facebook.com/tacomedic/,
Blue Moon Bakery,Bakery,"560 SE 4th Ave
","Hillsboro, OR 97123",https://www.bluemoonbakingco.com/,1 503-730-2844,,bluemoonbakery@gmail.com
Health Freak Cafe,Cafe,"Shop 2, Power Centre Bussleton
86 West Street","West Bussleton, Western Australia 6280",http://www.healthfreakcafe.com.au/,61 (08) 9754 6590,,
Health Freak Cafe,Cafe,420 Joondalup Drive,"Joondalup, Western Australia 6027",http://www.healthfreakcafe.com.au/,61 (08) 9301 5547,,
Health Freak Cafe,Cafe,"Shop G-333 Cockburn Gateway
Shopping City, 816 Beeliar Drive","Success, Western Australia 6164",http://www.healthfreakcafe.com.au/,61 (08) 9414 6799,,
Health Freak Cafe,Cafe,22 Scarborough Beach Rd,"Scarborough, Western Australia 6019",http://www.healthfreakcafe.com.au/,61 (04) 3106 1020,,
Health Freak Cafe,Cafe,"Shop 5, 787 Canning Highway
Cnr of Kearns Cres","Applecross, Western Australia 6153",http://www.healthfreakcafe.com.au/,61 (08) 6150 7011,,
Health Freak Cafe,Cafe,"Shop 37B, 85 The Esplanade","South Perth, Western Australia 6151",http://www.healthfreakcafe.com.au/,61 (08) 9474 2729,,
Health Freak Cafe,Cafe,"1st Level, Quest Apartments
(Bottom of Jacobs Ladder) 130 Mounts Bay Road
","Perth, Western Australia 6000",http://www.healthfreakcafe.com.au/,61 (08) 9321 2279,,
Health Freak Cafe,Cafe,"Shop 3347 Macquarie Centre
Herring & Waterloo Road","North Ryde New South Wales, Australia 2113",http://www.healthfreakcafe.com.au/,61 02 9888 6282,,
Kith & Kin Bakeshop,Bakery,5850 South Transit Road,"Lockport , NY 14094",http://www.kkbakeshop.com/,1 716-471-3305,https://www.facebook.com/KithandKinBakeshopandBistro/,
Iki Japanese Bistro,Restaurant,633 East 15th Avenue,"Vancouver, British Columbia, Canada V5T 2R6
",https://lazymeal.com/menu/iki?frame=t,1 604-876-4114,https://www.facebook.com/Iki-Japanese-Bistro-244511665676500/,
SushiLOVE,Food Truck,"1112 SE Tacoma St
","Portland, OR 97202",,,https://www.facebook.com/sushilovepdx/,
Teote ,Restaurant,"1615 SE 12th Ave.
","Portland, OR 97214
",http://www.teotepdx.com/,1 971-888-5281,,
Schilling Cider House,Restaurant,930 SE 10th Ave,"Portland, OR 97214",https://www.schillingciderhouse.com/,1 971-352-6109,,jennie@schillingcider.com
Life is Sweet Bakery & Cafe,Bakery/Cafe,"155 Railroad Avenue
","Danville, California 94526",https://lifeissweetbakeryandcafe.com/,1 925-718-5818,,
AnnWich,Cafe,2209 Falcon Ave,"Bettendorf, IA 52722",https://www.annwich.com/,1 563-424-1583,,
Simple Superfood Cafe,Cafe,1132 West Locust Street,"Davenport, IA 52804",https://www.simplesuperfoodcafe.com/,1 563-355-9000,,
Organic Bliss Deli & Bakery,Bakery/Cafe,"Sylvania, OH 43617","Sylvania, OH",http://organicblissmarket.com/,1 419-517-7,,
Renee's Gourmet Pizzeria,Restaurant,1937 W. Maple Rd.,"Troy, MI 48084",http://www.reneesgourmetpizzeria.com/,1 248-280-7800,,
Renee's Gourmet Pizzeria,Restaurant,29705 Northwestern Hwy.,"Southfield, MI 48034",http://www.reneesgourmetpizzeria.com/,1 248-208-6000,,
Stuff'd Dumpling,Restaurant,6909 Melrose Ave.,"Los Angeles, CA 90038",https://www.stuffdco.com/,1 323-424-7148,,info@stuffdco.com
Vibe Organic Kitchen & Juice,Cafe,1000 Bristol St N,"Newport Beach, California 92660",https://www.eatdrinkvibe.com/,1 949-478-4118,,hello@eatdrinkvibe.com
Rae Rae's,Bakery,1505 Rehberg Lane,"Billings, MT 59102",http://raeraesbakery.com/,1 406-534-2609,,tselkranch@gmail.com
BettyBOT,Bakery,7100 S Shore Drive 1st Floor,"Chicago, IL 60649",https://squareup.com/store/bettybot-shop,1 773-495-4615,https://www.facebook.com/botbakery/,
Spudz Fish and Chips,Cafe,"Unit 4/1 Caslani Lane, Pyes Pa","Tauranga, New Zealand 3112",https://www.spudz.kiwi/,64 7-562 8004,https://www.facebook.com/spudzcafe/,spudzacc@gmail.com
Pan Per Me,Bakery,Viale Monte Nero 57,"Milan, Italy",http://www.panperme.it/,39 02-3598 8094,,
Boris Bistro,Restaurant,465 McGill St.,"Montreal, Quebec, Canada H2Y 2H1",http://borisbistro.com/en/,1 514-848-9575,,
Edible Options,Bakery,"300 E Fourth Avenue, Unit 7","St. Catharine’s, Canada L2R 6P9",,1 905-688-1000,https://m.facebook.com/Edible-Options-454474674651965/?__tn__=%2Cg,
Crystany's Brasserie,Restaurant,9848 NS-221,"Canning, Nova Scotia, Canada B0P 1H0, CA",https://crystanysbrasserie.com/,1 902-582-3663,,
Crumbs & Roses,Bakery,443 Banks Rd.,"Kelowna, British Columbia, Canada V1X 7C6",http://crumbsandroses.ca/wp/,1 250-575-0154,,info@crumbsandroses.ca
Kinnikinnick,Bakery,10940-120 Street,"Edmonton, Alberta, Canada T5h 3P7",https://getitfresh.ca/,1 780-732-7527,,
Wild Orchid,Restaurant,"1818 Mountain Ave
","Canmore, Alberta, Canada",http://www.wildorchidbistro.com/,1 403-675-0755,,dine@wildorchidbistro.com
GlutenNo,Restaurant,"Jurija Gagarina 14e, naselje Belville,
Zgrada Ljubicica, lokal 11","Novi Beograd, Serbia 11070",http://www.glutenno.rs/en/welcome/,381 66 6306042,,info@glutenno.rs
Sintaxis Gluten Free,Restaurant,"Nicaragua 4849
C1414 CABA","Buenos Aires, Argentina",http://www.sintaxisglutenfree.com/,54 11 2071-2960 ,,
Mor Bakery & Cafe,Bakery/Cafe,"2018 S 1st St, Unit 102","Milwaukee, WI 53207",http://www.morfoodsmke.com/,1 414-249-3316,,info@morfoodsmke.com
Wauwatiki Bar & Grill,Restaurant,6502 W North Ave,"Wauwatosa, WI 53213",https://www.wauwatikis.com/,1 414-323-7555,,
Café Grüner Salon,Cafe,Hirschengasse 8,"Vienna, Austria 1060",,43 677 61965445,https://www.facebook.com/cafegruenersalon/,
Vegana Indiana,Restaurant,Schönbrunnerstraße 235,"Vienna, Austria 1120",,43 1 8102300,https://www.facebook.com/veganaindiana/,
